year,region,type_expenditur,soc_eco_class,value,unit,source
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องดื่มที่มีแอลกอฮอล์),ผู้ปฏิบัติงานในกระบวนการผลิต,368.68,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องดื่มที่มีแอลกอฮอล์),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,44.31,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),รวมทั้งสิ้น,122.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,222.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,121.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,137.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,154.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,62.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),คนงานเกษตร,133.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),คนงานทั่วไป,144.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),เสมียนพนักงาน พนักงานขายและให้บริการ,146.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ปฏิบัติงานในกระบวนการผลิต,130.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,61.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),รวมทั้งสิ้น,152.99,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,172.12,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,279.45,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,221.78,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,164.24,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,129.47,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),คนงานเกษตร,154.78,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),คนงานทั่วไป,227.02,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),เสมียนพนักงาน พนักงานขายและให้บริการ,171.33,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ปฏิบัติงานในกระบวนการผลิต,197.39,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,64.66,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),รวมทั้งสิ้น,105.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,4872.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานเกษตร,2694.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานทั่วไป,2207.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,95.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,221.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,126.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,109.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,60.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),คนงานเกษตร,92.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),คนงานทั่วไป,302.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),เสมียนพนักงาน พนักงานขายและให้บริการ,163.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ปฏิบัติงานในกระบวนการผลิต,131.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,45.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),รวมทั้งสิ้น,151.65,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,128.53,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,238.82,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,185.01,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,175.90,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,117.83,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),คนงานเกษตร,197.07,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),คนงานทั่วไป,168.30,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),เสมียนพนักงาน พนักงานขายและให้บริการ,169.03,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ปฏิบัติงานในกระบวนการผลิต,231.73,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,70.36,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),รวมทั้งสิ้น,3488.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,2763.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,3705.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,4051.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,2933.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),เสมียนพนักงาน พนักงานขายและให้บริการ,3060.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานในกระบวนการผลิต,2422.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,3237.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),รวมทั้งสิ้น,3654.13,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,4109.42,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,3106.07,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,2848.70,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,4100.87,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,5027.40,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานเกษตร,2583.85,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานทั่วไป,2331.66,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),เสมียนพนักงาน พนักงานขายและให้บริการ,3310.69,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานในกระบวนการผลิต,2716.96,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,3259.46,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),รวมทั้งสิ้น,3793.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,3626.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,386.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),รวมทั้งสิ้น,602.95,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,534.21,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,732.65,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,2643.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,2705.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,4188.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,5639.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานเกษตร,2675.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานทั่วไป,2615.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),เสมียนพนักงาน พนักงานขายและให้บริการ,4150.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานในกระบวนการผลิต,2776.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,3606.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),รวมทั้งสิ้น,3945.89,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,3823.57,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,3006.06,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,3146.34,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,4531.05,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,5799.77,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานเกษตร,2889.11,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคใต้,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานทั่วไป,3257.37,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
